演唱会名称,艺人,地点,时间,票价,链接
「旋转的舞蹈」靴腿×聲無哀樂 双专场 哈尔滨站,,哈尔滨,2024.07.19 周五 20:00,130-150,https://detail.damai.com/item.htm?id=798013509750&clicktitle=「旋转的舞蹈」靴腿×聲無哀樂 双专场 哈尔滨站
脑浊乐队2024年“SOS”夏季巡演 深圳站,,深圳,2024.07.19 周五 20:00,100-240,https://detail.damai.com/item.htm?id=796749654178&clicktitle=脑浊乐队2024年“SOS”夏季巡演 深圳站
《请回答1988》韩剧主题曲演唱会,,南宁,2024.07.28 周日 20:00,128-198,https://detail.damai.com/item.htm?id=794303625714&clicktitle=《请回答1988》韩剧主题曲演唱会
（合作）极光乐队延续.和平与爱致敬BEYOND 40年巡回演唱会,,宁波,2024.06.28 周五 19:30,100-380,https://detail.damai.com/item.htm?id=775136681581&clicktitle=（合作）极光乐队延续.和平与爱致敬BEYOND 40年巡回演唱会
2024日本电音大神Ken Arai中国巡演-深圳站,艺人：Ken Arai (ケン アライ),深圳,2024.06.29 周六 20:00,280-680,https://detail.damai.com/item.htm?id=776193231771&clicktitle=2024日本电音大神Ken Arai中国巡演-深圳站
“情绪的湍流”浮瞳乐队2024巡演 青岛站,,青岛,2024.06.27 周四 20:00,50,https://detail.damai.com/item.htm?id=803423532813&clicktitle=“情绪的湍流”浮瞳乐队2024巡演 青岛站
《ALL YOU NEED IS LOVE 致敬披头士乐队演唱会》,,宁波,2024.06.22 周六 19:30,80-380,https://detail.damai.com/item.htm?id=783207817738&clicktitle=《ALL YOU NEED IS LOVE 致敬披头士乐队演唱会》
《歌唱祖国》红色经典歌曲演唱会,,上海,2024.06.30 周日 14:30,80-180,https://detail.damai.com/item.htm?id=766865953372&clicktitle=《歌唱祖国》红色经典歌曲演唱会
【秀动呈献】李浩玮 Howard Lee【Fly Machine飞行机】巡回演唱会 北京站,,北京,2024.06.14 周五 20:00,88-108,https://detail.damai.com/item.htm?id=800620860400&clicktitle=【秀动呈献】李浩玮 Howard Lee【Fly Machine飞行机】巡回演唱会 北京站
怪兽计划乐队『请瞄准我的心脏』2024巡演 天津站,,天津,2024.08.16 周五 20:00,68-88,https://detail.damai.com/item.htm?id=802793683714&clicktitle=怪兽计划乐队『请瞄准我的心脏』2024巡演 天津站
「猎心计划」莎拉早餐 × 红色帆船｜联合专场,,西安,2024.06.22 周六 20:00,33-88,https://detail.damai.com/item.htm?id=798896459718&clicktitle=「猎心计划」莎拉早餐 × 红色帆船｜联合专场
新加坡后摇名团PAINT THE SKY RED解散告别巡演杭州站,,杭州,2024.06.14 周五 20:00,160-180,https://detail.damai.com/item.htm?id=799201898181&clicktitle=新加坡后摇名团PAINT THE SKY RED解散告别巡演杭州站
日本指弹艺术家 GIN 2024新专辑「Rain」演奏会 北京站,艺人：GIN,北京,2024.06.30 周日 14:00,220-380,https://detail.damai.com/item.htm?id=777416756090&clicktitle=日本指弹艺术家 GIN 2024新专辑「Rain」演奏会 北京站
「风景」Chinese Football乐队 2024 巡演 武汉站,,武汉,2024.07.05 周五 20:00,120-150,https://detail.damai.com/item.htm?id=777868350694&clicktitle=「风景」Chinese Football乐队 2024 巡演 武汉站
【白想工厂】6.22 常州站×TOMORROW丨于秘语梦境之中追寻狂欢,,常州,2024.06.22-06.23,99-395,https://detail.damai.com/item.htm?id=802968685354&clicktitle=【白想工厂】6.22 常州站×TOMORROW丨于秘语梦境之中追寻狂欢
2024日本电音大神Ken Arai中国巡演 - 上海站,艺人：Ken Arai (ケン アライ),上海,2024.06.22 周六 20:00,280-680,https://detail.damai.com/item.htm?id=774283533673&clicktitle=2024日本电音大神Ken Arai中国巡演 - 上海站
《新挪威森林》情歌专场,,沈阳,2024.11.22 周五 20:00,108-328,https://detail.damai.com/item.htm?id=803993442521&clicktitle=《新挪威森林》情歌专场
【一棵小葱】民乐&戏曲&乐队新国风专场演出｜「神人歌」凡人·痴人·神人,,北京,2024.06.19 周三 20:00,50-150,https://detail.damai.com/item.htm?id=801687683051&clicktitle=【一棵小葱】民乐&戏曲&乐队新国风专场演出｜「神人歌」凡人·痴人·神人
Unchained 8 Year Anniversary w/ BRYAN GEE+MC R-VEE,,深圳,2024.06.28-06.29,120-130,https://detail.damai.com/item.htm?id=803812221161&clicktitle=Unchained 8 Year Anniversary w/ BRYAN GEE+MC R-VEE
泰国后摇大团 Inspirative「Invisible Bonds」2024 巡演 上海站,,上海,2024.06.19 周三 20:30,160,https://detail.damai.com/item.htm?id=794604756934&clicktitle=泰国后摇大团 Inspirative「Invisible Bonds」2024 巡演 上海站
王喂马·彩色的人·2024巡演-太原站,,太原,2024.06.22 周六 20:30,100-120,https://detail.damai.com/item.htm?id=802797040948&clicktitle=王喂马·彩色的人·2024巡演-太原站
潮池蓝2024[今夜睡大街]巡演 天津站,艺人：潮池蓝,天津,2024.07.21 周日 20:30,110,https://detail.damai.com/item.htm?id=797497861527&clicktitle=潮池蓝2024[今夜睡大街]巡演 天津站
「 Hi！好久不见」LAFWHATSPOPPIN巡演 郑州站,,郑州,2024.07.05 周五 19:30,138-198,https://detail.damai.com/item.htm?id=800503038038&clicktitle=「 Hi！好久不见」LAFWHATSPOPPIN巡演 郑州站
新西兰治愈系民谣歌手Luke Thompson2024中国巡演 KEEP ROLLING ON,艺人：Luke Thompson,南京,2024.08.01 周四 20:00,180-380,https://detail.damai.com/item.htm?id=798280342068&clicktitle=新西兰治愈系民谣歌手Luke Thompson2024中国巡演 KEEP ROLLING ON
走遍世界的波西米亚-德国新四重奏融合爵士乐团音乐会,,广州,2024.06.11 周二 19:30,138-228,https://detail.damai.com/item.htm?id=784737611980&clicktitle=走遍世界的波西米亚-德国新四重奏融合爵士乐团音乐会
Taylor Swift热单重置版：神枪侠侣 狂野梦境 Bonnie&Clyde沉浸式歌舞晚宴,,上海,2024.06.14-06.15,200-300,https://detail.damai.com/item.htm?id=783117065641&clicktitle=Taylor Swift热单重置版：神枪侠侣 狂野梦境 Bonnie&Clyde沉浸式歌舞晚宴
【不识时务】李智&乐队2024新专辑巡演,,长春,2024.07.13 周六 19:30,90,https://detail.damai.com/item.htm?id=798482532658&clicktitle=【不识时务】李智&乐队2024新专辑巡演
日本自赏偶像女团RAY巡演 上海站,,上海,2024.07.26 周五 20:00,180-340,https://detail.damai.com/item.htm?id=802732419815&clicktitle=日本自赏偶像女团RAY巡演 上海站
布朗尼2024巡演「鹦鹉螺号」昆明站,艺人：布朗尼乐队,昆明,2024.06.23 周日 20:30,139,https://detail.damai.com/item.htm?id=787375100393&clicktitle=布朗尼2024巡演「鹦鹉螺号」昆明站
【JZ Club】Harrison Wardley’s“Bass On Top”,,上海,2024.06.11 周二 21:00,128,https://detail.damai.com/item.htm?id=803655537610&clicktitle=【JZ Club】Harrison Wardley’s“Bass On Top”
怪兽计划乐队『请瞄准我的心脏』2024巡演 珠海站,,珠海,2024.07.07 周日 20:00,68-88,https://detail.damai.com/item.htm?id=799733837196&clicktitle=怪兽计划乐队『请瞄准我的心脏』2024巡演 珠海站
大粉乐队「时光岛上」新专辑巡演 青岛站,艺人：大粉乐队,青岛,2024.06.21 周五 20:00,100,https://detail.damai.com/item.htm?id=773911606709&clicktitle=大粉乐队「时光岛上」新专辑巡演 青岛站
信念乐队“追忆家驹·致敬BEYOND”2024重庆演唱会,,重庆,2024.06.13-06.15,88-268,https://detail.damai.com/item.htm?id=777504241932&clicktitle=信念乐队“追忆家驹·致敬BEYOND”2024重庆演唱会
仙剑OST专场【偏爱】——仙剑奇侠传主题曲演唱会｜你决定要不要陪我,,深圳,2024.07.05 周五 20:30,68-258,https://detail.damai.com/item.htm?id=776229072370&clicktitle=仙剑OST专场【偏爱】——仙剑奇侠传主题曲演唱会｜你决定要不要陪我
大粉乐队「时光岛上」新专辑巡演 南京站,艺人：大粉乐队,南京,2024.06.29 周六 20:00,100,https://detail.damai.com/item.htm?id=774190213366&clicktitle=大粉乐队「时光岛上」新专辑巡演 南京站
2024日本电音大神Ken Arai中国巡演 - 北京站,艺人：Ken Arai (ケン アライ),北京,2024.06.21 周五 20:00,280-680,https://detail.damai.com/item.htm?id=773961875632&clicktitle=2024日本电音大神Ken Arai中国巡演 - 北京站
方泂镔「你是好人也是个坏人」巡演广州站,艺人：方泂镔,广州,2024.06.28 周五 20:00,199-399,https://detail.damai.com/item.htm?id=785570941989&clicktitle=方泂镔「你是好人也是个坏人」巡演广州站
银河出逃计划-CMJ个人巡演 上海站,,上海,2024.07.07 周日 19:30,148-248,https://detail.damai.com/item.htm?id=797387314956&clicktitle=银河出逃计划-CMJ个人巡演 上海站
「旋转的舞蹈」· 靴腿 × 沉舟 双专场 天津站,,天津,2024.07.12 周五 20:00,140-160,https://detail.damai.com/item.htm?id=804195231318&clicktitle=「旋转的舞蹈」· 靴腿 × 沉舟 双专场 天津站
小雨乐队《一霎千尘》2024新专辑全国巡演-南京站,艺人：小雨乐队,南京,2024.07.21 周日 20:00,120-150,https://detail.damai.com/item.htm?id=800693470999&clicktitle=小雨乐队《一霎千尘》2024新专辑全国巡演-南京站
八喜·2024打开艺术之门--《连体兄弟The colle brothers》,,聊城,2024.08.18 周日 19:30,40-100,https://detail.damai.com/item.htm?id=803244762386&clicktitle=八喜·2024打开艺术之门--《连体兄弟The colle brothers》
全场畅饮 | 「KHIPHOP之夜 」收留无处可蹦的剋黑泡儿,,深圳,2024.06.28 周五 23:00,88-238,https://detail.damai.com/item.htm?id=803404061247&clicktitle=全场畅饮 | 「KHIPHOP之夜 」收留无处可蹦的剋黑泡儿
壹車演出▶Kawa乐队x败犬 「所有惊喜都与你相伴」,,郑州,2024.06.15 周六 20:00,159,https://detail.damai.com/item.htm?id=798307338794&clicktitle=壹車演出▶Kawa乐队x败犬 「所有惊喜都与你相伴」
【秀动呈献】白鲨JAWS「Ready4theJAWS」巡演第三章 沈阳站,,沈阳,2024.07.13 周六 20:00,99-120,https://detail.damai.com/item.htm?id=794815307469&clicktitle=【秀动呈献】白鲨JAWS「Ready4theJAWS」巡演第三章 沈阳站
帆布小镇「色彩人生」2024巡演 西安站,,西安,2024.06.22 周六 20:00,150-239,https://detail.damai.com/item.htm?id=773957922125&clicktitle=帆布小镇「色彩人生」2024巡演 西安站
2024日本电音大神Ken Arai中国巡演 - 杭州站,艺人：Ken Arai (ケン アライ),杭州,2024.06.23 周日 20:00,280-680,https://detail.damai.com/item.htm?id=774274302067&clicktitle=2024日本电音大神Ken Arai中国巡演 - 杭州站
寻找慈悲山｜悲剧药方X饮马池  沈阳专场演出,,沈阳,2024.06.23 周日 19:30,130,https://detail.damai.com/item.htm?id=798845367556&clicktitle=寻找慈悲山｜悲剧药方X饮马池  沈阳专场演出
yanaginagi live tour 2024 「WhiteCube」广州站,,广州,2024.06.16 周日 19:00,380-680,https://detail.damai.com/item.htm?id=771997742287&clicktitle=yanaginagi live tour 2024 「WhiteCube」广州站
动物园钉子户「出发！浅滩公路疾行」2024巡演 深圳站,,深圳,2024.06.28 周五 20:00,100-120,https://detail.damai.com/item.htm?id=794815902216&clicktitle=动物园钉子户「出发！浅滩公路疾行」2024巡演 深圳站
动物园钉子户「出发！浅滩公路疾行」2024巡演 厦门站,艺人：动物园钉子户,厦门,2024.06.29 周六 20:00,100-120,https://detail.damai.com/item.htm?id=795939557796&clicktitle=动物园钉子户「出发！浅滩公路疾行」2024巡演 厦门站
不可撤销×佑转德里｜花火即将绽放,,长春,2024.06.15 周六 19:30,88-158,https://detail.damai.com/item.htm?id=785795238352&clicktitle=不可撤销×佑转德里｜花火即将绽放
动物园钉子户「出发！浅滩公路疾行」2024巡演 西安站,艺人：动物园钉子户,西安,2024.07.14 周日 20:00,100-120,https://detail.damai.com/item.htm?id=794521743485&clicktitle=动物园钉子户「出发！浅滩公路疾行」2024巡演 西安站
「第六个日久天长」ZaZaZsu 上海专场,,上海,2024.06.21 周五 20:30,228,https://detail.damai.com/item.htm?id=798209304522&clicktitle=「第六个日久天长」ZaZaZsu 上海专场
日本最后一位摇滚武士 Johnny Pandora 中国首巡 北京站，嘉宾：大叫控,,北京,2024.06.28 周五 20:30,168,https://detail.damai.com/item.htm?id=798913635612&clicktitle=日本最后一位摇滚武士 Johnny Pandora 中国首巡 北京站，嘉宾：大叫控
"【秀动x掌乐无限联合呈献】""I See You"" - 美国独立摇滚乐队MISSIO首次巡演 成都站",,成都,2024.07.11 周四 20:30,160-280,"https://detail.damai.com/item.htm?id=804281390707&clicktitle=【秀动x掌乐无限联合呈献】""I See You"" - 美国独立摇滚乐队MISSIO首次巡演 成都站"
破10亿播放热单传奇Dua lipa & Katy Perry 甄选致敬现场,,上海,2024.06.21 周五 20:30,150,https://detail.damai.com/item.htm?id=798039621271&clicktitle=破10亿播放热单传奇Dua lipa & Katy Perry 甄选致敬现场
浅水ShallowEnd巡演2024CHINA TOUR「来世」上海站,艺人：浅水ShallowEnd,上海,2024.07.05 周五 20:00,79-99,https://detail.damai.com/item.htm?id=786235333296&clicktitle=浅水ShallowEnd巡演2024CHINA TOUR「来世」上海站
夏日专属【Cruel Summer】——霉霉专场派对｜都是因为你,,上海,2024.07.06 周六 20:30,68-188,https://detail.damai.com/item.htm?id=784462689550&clicktitle=夏日专属【Cruel Summer】——霉霉专场派对｜都是因为你
2024音乐会民谣之夜【南京新街口站】经典金曲live现场|乐队弹唱|流行经典,,南京,2024.06.11-06.30,108-410,https://detail.damai.com/item.htm?id=747689959136&clicktitle=2024音乐会民谣之夜【南京新街口站】经典金曲live现场|乐队弹唱|流行经典
小甜甜布兰妮致敬演唱会：妮裳神话 再现天后流行风暴,,上海,2024.06.26 周三 20:00,100,https://detail.damai.com/item.htm?id=798993353248&clicktitle=小甜甜布兰妮致敬演唱会：妮裳神话 再现天后流行风暴
夏日专属【Cruel Summer】——Taylor Swift专场派对｜都是因为你,,深圳,2024.07.19 周五 20:30,68-188,https://detail.damai.com/item.htm?id=800820922517&clicktitle=夏日专属【Cruel Summer】——Taylor Swift专场派对｜都是因为你
齐一《生活万岁》2024巡演 重庆站,,重庆,2024.07.27 周六 20:00,138-168,https://detail.damai.com/item.htm?id=779888777446&clicktitle=齐一《生活万岁》2024巡演 重庆站
齐一《生活万岁》2024巡演 北京站,,北京,2024.08.10 周六 20:00,138-168,https://detail.damai.com/item.htm?id=783553102493&clicktitle=齐一《生活万岁》2024巡演 北京站
日爵都市流行BLU-SWING新专辑「Panorama」| 2024巡演 武汉站,,武汉,2024.06.25 周二 20:00,198-380,https://detail.damai.com/item.htm?id=796781118052&clicktitle=日爵都市流行BLU-SWING新专辑「Panorama」| 2024巡演 武汉站
大粉乐队「时光岛上」新专辑巡演 济南站,艺人：大粉乐队,济南,2024.06.22 周六 20:00,100,https://detail.damai.com/item.htm?id=773872992801&clicktitle=大粉乐队「时光岛上」新专辑巡演 济南站
北京 | 6.30 “层峦之音”从山谷到世界，钢琴与吉他的浪漫诠释,,北京,2024.06.30 周日 20:00,220,https://detail.damai.com/item.htm?id=803203494981&clicktitle=北京 | 6.30 “层峦之音”从山谷到世界，钢琴与吉他的浪漫诠释
北京 | 7.13 「Infinite Moments」只属于小曾根真的爵士狂想,,北京,2024.07.13 周六 20:00,360,https://detail.damai.com/item.htm?id=804276363842&clicktitle=北京 | 7.13 「Infinite Moments」只属于小曾根真的爵士狂想
【风吹一夏】——中文HipHop专场派对｜一整个夏天所有和你的画面,,深圳,2024.07.06 周六 20:30,68-188,https://detail.damai.com/item.htm?id=785796312417&clicktitle=【风吹一夏】——中文HipHop专场派对｜一整个夏天所有和你的画面
脑浊乐队2024年“SOS”夏季巡演 青岛站,,青岛,2024.07.05 周五 20:00,100-240,https://detail.damai.com/item.htm?id=798872299560&clicktitle=脑浊乐队2024年“SOS”夏季巡演 青岛站
ICHIKORO 2024中国巡演 深圳站,,深圳,2024.06.21 周五 20:00,238-398,https://detail.damai.com/item.htm?id=785382811467&clicktitle=ICHIKORO 2024中国巡演 深圳站
大粉乐队「时光岛上」新专辑巡演 深圳站,艺人：大粉乐队,深圳,2024.09.20 周五 20:00,100,https://detail.damai.com/item.htm?id=783553152239&clicktitle=大粉乐队「时光岛上」新专辑巡演 深圳站
